type	pre-condition	post-condition	confidence	SDC
Pattern	"93 % of values match pattern ""^[\+\-\d\.,]+[a-zA-Z]+[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+[a-zA-Z]+$"""	"values not matching pattern ""^[\+\-\d\.,]+[a-zA-Z]+[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+[a-zA-Z]+$"""	0.9839840742813675	(('pattern', 1, '2020-11-04t02:48:30z', '^[\\+\\-\\d\\.,]+[a-zA-Z]+[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+[a-zA-Z]+$', 0.93), ('pattern', 0), 2.954329757943549, 0.01601592571863258, (10, 1134, 297255, 0))
Pattern	"95 % of values match pattern ""^\([\+\-\d\.,]+ [\+\-\d\.,]+\)$"""	"values not matching pattern ""^\([\+\-\d\.,]+ [\+\-\d\.,]+\)$"""	0.9839413737132655	(('pattern', 1, '(19, 61)', '^\\([\\+\\-\\d\\.,]+ [\\+\\-\\d\\.,]+\\)$', 0.95), ('pattern', 0), 3.0081603567693427, 0.016058626286734472, (2, 448, 297949, 0))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""canada"" < 1.1"	"values whose Sentence-BERT embedding distance to ""canada"" > 1.35"	0.983402358300966	(('sbert', 1, 'canada', 0.8, 1.1), ('sbert', 1.35), 1.539449716876121, 0.016597641699033952, (18, 1690, 174076, 122615))
CTA	"80 % column values have their Sherlock ""state""-classifier scores >= 0.65"	"values whose Sherlock ""state""-classifier scores <= 0"	0.9832858803628238	(('cta', 'state', 0.8, 0.65), ('cta', 0), 2.37234171621197, 0.01671411963717621, (0, 226, 256195, 41978))
Embedding	"80 % column values have their Glove embedding distance to ""steven"" < 5.0"	"values whose Glove embedding distance to ""steven"" > 12.0"	0.9830411236116722	(('embed', 1, 'steven', 0.8, 5.0), ('embed', 12.0), 1.5576375847631405, 0.01695887638832781, (4, 598, 171157, 126640))
CTA	"80 % column values have their Doduo ""country""-classifier scores >= 4.5"	"values whose Doduo ""country""-classifier scores <= -1.5"""	0.9830030106017174	(('doduo', 'country', 0.8, 4.5), ('doduo', -1.5), 1.7179276069942924, 0.016996989398282654, (5, 679, 195448, 102267))
Pattern	"80 % of values match pattern ""^[\+\-\d\.,]+ [\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+$"""	"values not matching pattern ""^[\+\-\d\.,]+ [\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+$"""	0.9828555589724693	(('pattern', 1, '2015-10-12 10:13:18', '^[\\+\\-\\d\\.,]+ [\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+$', 0.8), ('pattern', 0), 2.901989302961282, 0.017144441027530665, (113, 7798, 290488, 0))
Pattern	"90 % of values match pattern ""^[\+\-\d\.,]+[a-zA-Z]+[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+[a-zA-Z]+$"""	"values not matching pattern ""^[\+\-\d\.,]+[a-zA-Z]+[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+[a-zA-Z]+$"""	0.9817865172296003	(('pattern', 1, '2020-11-04t02:48:30z', '^[\\+\\-\\d\\.,]+[a-zA-Z]+[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+[a-zA-Z]+$', 0.9), ('pattern', 0), 2.936575987048434, 0.01821348277039966, (12, 1134, 297253, 0))
Pattern	"85 % of values match pattern ""^[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+$"""	"values not matching pattern ""^[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+$"""	0.981438417811273	(('pattern', 1, '6:2:1', '^[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+$', 0.85), ('pattern', 0), 2.896147441275439, 0.018561582188727083, (82, 5390, 292927, 0))
Embedding	"80 % column values have their Glove embedding distance to ""charlie"" < 4.5"	"values whose Glove embedding distance to ""charlie"" > 8.5"	0.9810511444193111	(('embed', 1, 'charlie', 0.8, 4.5), ('embed', 8.5), 1.6066133353772125, 0.01894885558068897, (1, 294, 171669, 126435))
Embedding	"80 % column values have their Glove embedding distance to ""charlie"" < 4.5"	"values whose Glove embedding distance to ""charlie"" > 10.5"	0.9810511444193111	(('embed', 1, 'charlie', 0.8, 4.5), ('embed', 10.5), 1.603240732522582, 0.01894885558068897, (1, 294, 171172, 126932))
Pattern	"99 % of values match pattern ""^[\+\-\d\.,]+[a-zA-Z]+[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+$"""	"values not matching pattern ""^[\+\-\d\.,]+[a-zA-Z]+[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+$"""	0.9809351689977619	(('pattern', 1, '2014-11-06t10:27:16.253049', '^[\\+\\-\\d\\.,]+[a-zA-Z]+[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+$', 0.99), ('pattern', 0), 2.968441349421056, 0.019064831002238047, (4, 531, 297864, 0))
Embedding	"80 % column values have their Glove embedding distance to ""scott"" < 4.5"	"values whose Glove embedding distance to ""scott"" > 10.5"	0.9809235292144233	(('embed', 1, 'scott', 0.8, 4.5), ('embed', 10.5), 1.6028694402684045, 0.019076470785576692, (1, 292, 171177, 126929))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""canada"" < 1.0"	"values whose Sentence-BERT embedding distance to ""canada"" > 1.3"	0.9809235292144233	(('sbert', 1, 'canada', 0.8, 1.0), ('sbert', 1.3), 2.434055656988099, 0.019076470785576692, (1, 292, 272855, 25251))
Pattern	"85 % of values match pattern ""^[\+\-\d\.,]+[a-zA-Z]+[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+[a-zA-Z]+$"""	"values not matching pattern ""^[\+\-\d\.,]+[a-zA-Z]+[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+[a-zA-Z]+$"""	0.980705145594898	(('pattern', 1, '2020-11-04t02:48:30z', '^[\\+\\-\\d\\.,]+[a-zA-Z]+[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+[a-zA-Z]+$', 0.85), ('pattern', 0), 2.928266663622088, 0.019294854405101983, (13, 1134, 297252, 0))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""peter"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""peter"" > 1.3250000000000002"	0.9806959422022284	(('sbert', 1, 'peter', 0.8, 1.2000000000000002), ('sbert', 1.3250000000000002), 2.1492077884680834, 0.01930405779777153, (24, 1819, 255381, 41175))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""indiana"" < 1.1"	"values whose Sentence-BERT embedding distance to ""indiana"" > 1.3250000000000002"	0.9806114881663808	(('sbert', 1, 'indiana', 0.8, 1.1), ('sbert', 1.3250000000000002), 2.205239461231854, 0.01938851183361917, (2, 370, 253941, 44086))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""gold"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""gold"" > 1.3250000000000002"	0.9804631406678217	(('sbert', 1, 'gold', 0.8, 1.2000000000000002), ('sbert', 1.3250000000000002), 1.9115831423180862, 0.0195368593321783, (60, 3883, 228911, 65545))
Pattern	"99 % of values match pattern ""^[\+\-\d\.,]+:[\+\-\d\.,]+$"""	"values not matching pattern ""^[\+\-\d\.,]+:[\+\-\d\.,]+$"""	0.9802758209710095	(('pattern', 1, '2019010248:17', '^[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+$', 0.99), ('pattern', 0), 2.9134584863332846, 0.019724179028990537, (21, 1600, 296778, 0))
Embedding	"80 % column values have their Glove embedding distance to ""washington"" < 5.0"	"values whose Glove embedding distance to ""washington"" > 8.5"	0.9802392921278904	(('embed', 1, 'washington', 0.8, 5.0), ('embed', 8.5), 1.5627289035029401, 0.01976070787210965, (4, 512, 173883, 124000))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""aa"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""aa"" > 1.3250000000000002"	0.9798068703523829	(('sbert', 1, 'aa', 0.8, 1.2000000000000002), ('sbert', 1.3250000000000002), 2.122269538393976, 0.020193129647617075, (16, 1265, 252557, 44561))
Pattern	"80 % of values match pattern ""^[\+\-\d\.,]+[a-zA-Z]+[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+[a-zA-Z]+$"""	"values not matching pattern ""^[\+\-\d\.,]+[a-zA-Z]+[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+[a-zA-Z]+$"""	0.9796339720624389	(('pattern', 1, '2020-11-04t02:48:30z', '^[\\+\\-\\d\\.,]+[a-zA-Z]+[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+[a-zA-Z]+$', 0.8), ('pattern', 0), 2.920278211242002, 0.020366027937561128, (14, 1134, 297251, 0))
CTA	"80 % column values have their Doduo ""team""-classifier scores >= 4.5"	"values whose Doduo ""team""-classifier scores <= -1.5"""	0.9794849237041696	(('doduo', 'team', 0.8, 4.5), ('doduo', -1.5), 1.390991652121819, 0.020515076295830326, (30, 2050, 157187, 139132))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""chicago"" < 1.1"	"values whose Sentence-BERT embedding distance to ""chicago"" > 1.35"	0.979406208094721	(('sbert', 1, 'chicago', 0.8, 1.1), ('sbert', 1.35), 1.7107420738654844, 0.02059379190527901, (3, 421, 194207, 103768))
Pattern	"80 % of values match pattern ""^[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+$"""	"values not matching pattern ""^[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+$"""	0.9790704955707145	(('pattern', 1, '6:2:1', '^[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+$', 0.8), ('pattern', 0), 2.8789932338351503, 0.020929504429285508, (94, 5390, 292915, 0))
Pattern	"98 % of values match pattern ""^[\+\-\d\.,]+ [\+\-\d\.,]+:[\+\-\d\.,]+$"""	"values not matching pattern ""^[\+\-\d\.,]+ [\+\-\d\.,]+:[\+\-\d\.,]+$"""	0.9790156617343322	(('pattern', 1, '2022-12-03 01:00', '^[\\+\\-\\d\\.,]+ [\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+$', 0.98), ('pattern', 0), 3.0188878209143075, 0.020984338265667857, (1, 265, 298133, 0))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""blue"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""blue"" > 1.3250000000000002"	0.9788695229772839	(('sbert', 1, 'blue', 0.8, 1.2000000000000002), ('sbert', 1.3250000000000002), 1.2453057365779734, 0.02113047702271613, (42, 2636, 136875, 158846))
CTA	"80 % column values have their Doduo ""country""-classifier scores >= 4"	"values whose Doduo ""country""-classifier scores <= -1.5"""	0.9787285528664119	(('doduo', 'country', 0.8, 4), ('doduo', -1.5), 1.6738297676940663, 0.021271447133588053, (10, 850, 195443, 102096))
Embedding	"80 % column values have their Glove embedding distance to ""black"" < 5.5"	"values whose Glove embedding distance to ""black"" > 9.0"	0.978259089102739	(('embed', 1, 'black', 0.8, 5.5), ('embed', 9.0), 1.5153256577034508, 0.02174091089726103, (8, 713, 171904, 125774))
Embedding	"80 % column values have their Glove embedding distance to ""black"" < 5.5"	"values whose Glove embedding distance to ""black"" > 9.5"	0.978259089102739	(('embed', 1, 'black', 0.8, 5.5), ('embed', 9.5), 1.5118309846105928, 0.02174091089726103, (8, 713, 171390, 126288))
Embedding	"80 % column values have their Glove embedding distance to ""black"" < 5.5"	"values whose Glove embedding distance to ""black"" > 10.0"	0.978259089102739	(('embed', 1, 'black', 0.8, 5.5), ('embed', 10.0), 1.5107571246580795, 0.02174091089726103, (8, 713, 171232, 126446))
Embedding	"80 % column values have their Glove embedding distance to ""mon"" < 6.5"	"values whose Glove embedding distance to ""mon"" > 11.5"	0.9781530650312554	(('embed', 1, 'mon', 0.8, 6.5), ('embed', 11.5), 1.719204382703987, 0.021846934968744597, (0, 172, 171162, 127065))
Embedding	"80 % column values have their Glove embedding distance to ""green"" < 5.0"	"values whose Glove embedding distance to ""green"" > 9.5"	0.9780431804262996	(('embed', 1, 'green', 0.8, 5.0), ('embed', 9.5), 1.5641981765899888, 0.021956819573700406, (2, 326, 171268, 126803))
Embedding	"80 % column values have their Glove embedding distance to ""green"" < 5.0"	"values whose Glove embedding distance to ""green"" > 10.5"	0.9780431804262996	(('embed', 1, 'green', 0.8, 5.0), ('embed', 10.5), 1.5636214138740154, 0.021956819573700406, (2, 326, 171183, 126888))
CTA	"80 % column values have their Doduo ""day""-classifier scores >= 4"	"values whose Doduo ""day""-classifier scores <= -1"""	0.9780395290113116	(('doduo', 'day', 0.8, 4), ('doduo', -1), 1.561262150934265, 0.02196047098868831, (1, 253, 166332, 131813))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""ba"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""ba"" > 1.3"	0.977937799183346	(('sbert', 1, 'ba', 0.8, 1.2000000000000002), ('sbert', 1.3), 1.917907533314275, 0.022062200816653995, (93, 5059, 231415, 61832))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""british columbia"" < 1.1"	"values whose Sentence-BERT embedding distance to ""british columbia"" > 1.3"	0.9776306843953245	(('sbert', 1, 'british columbia', 0.8, 1.1), ('sbert', 1.3), 2.6784264207363933, 0.022369315604675463, (3, 387, 291892, 6117))
Embedding	"80 % column values have their Glove embedding distance to ""widow"" < 5.5"	"values whose Glove embedding distance to ""widow"" > 8.5"	0.9775967850836061	(('embed', 1, 'widow', 0.8, 5.5), ('embed', 8.5), 1.5205357280728986, 0.022403214916393875, (7, 633, 172494, 125265))
CTA	"80 % column values have their Doduo ""team""-classifier scores >= 4"	"values whose Doduo ""team""-classifier scores <= -1.5"""	0.9773495343491136	(('doduo', 'team', 0.8, 4), ('doduo', -1.5), 1.3733964074966791, 0.022650465650886374, (41, 2406, 157176, 138776))
CTA	"80 % column values have their Doduo ""category""-classifier scores >= 4"	"values whose Doduo ""category""-classifier scores <= -1.5"""	0.9773359114332294	(('doduo', 'category', 0.8, 4), ('doduo', -1.5), 1.2333735193727822, 0.02266408856677058, (22, 1441, 134895, 162041))
Pattern	"90 % of values match pattern ""^[\+\-\d\.,]+ [a-zA-Z]+ [\+\-\d\.,]+:[\+\-\d\.,]+$"""	"values not matching pattern ""^[\+\-\d\.,]+ [a-zA-Z]+ [\+\-\d\.,]+:[\+\-\d\.,]+$"""	0.9772473134582946	(('pattern', 1, '02 dec 16:15', '^[\\+\\-\\d\\.,]+ [a-zA-Z]+ [\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+$', 0.9), ('pattern', 0), 3.141592653589793, 0.02275268654170536, (0, 165, 298234, 0))
CTA	"80 % column values have their Sherlock ""team""-classifier scores >= 0.2"	"values whose Sherlock ""team""-classifier scores <= 0"	0.9772456789950358	(('cta', 'team', 0.8, 0.2), ('cta', 0), 2.2446656993852954, 0.022754321004964263, (1, 244, 256198, 41956))
Embedding	"80 % column values have their Glove embedding distance to ""alberta"" < 5.0"	"values whose Glove embedding distance to ""alberta"" > 10.5"	0.9768981082422704	(('embed', 1, 'alberta', 0.8, 5.0), ('embed', 10.5), 1.5206104875463171, 0.023101891757729573, (5, 497, 171170, 126727))
Embedding	"80 % column values have their Glove embedding distance to ""alberta"" < 5.0"	"values whose Glove embedding distance to ""alberta"" > 11.5"	0.9768981082422704	(('embed', 1, 'alberta', 0.8, 5.0), ('embed', 11.5), 1.5205222218282353, 0.023101891757729573, (5, 497, 171157, 126740))
Embedding	"80 % column values have their Glove embedding distance to ""carol"" < 4.5"	"values whose Glove embedding distance to ""carol"" > 8.5"	0.9764857731142297	(('embed', 1, 'carol', 0.8, 4.5), ('embed', 8.5), 1.5611571086529907, 0.02351422688577032, (2, 304, 171648, 126445))
CTA	"80 % column values have their Sherlock ""state""-classifier scores >= 0.8"	"values whose Sherlock ""state""-classifier scores <= 0.002"	0.97640897657601	(('cta', 'state', 0.8, 0.8), ('cta', 0.002), 2.9517535175667104, 0.023591023423989943, (0, 159, 295561, 2679))
CTA	"80 % column values have their Doduo ""type""-classifier scores >= 4"	"values whose Doduo ""type""-classifier scores <= -1.5"""	0.9762561145559291	(('doduo', 'type', 0.8, 4), ('doduo', -1.5), 1.359628107267887, 0.023743885444070877, (2, 301, 141822, 156274))
Pattern	"99 % of values match pattern ""^[\+\-\d\.,]+ [\+\-\d\.,]+$"""	"values not matching pattern ""^[\+\-\d\.,]+ [\+\-\d\.,]+$"""	0.9761218115739002	(('pattern', 1, '125 482', '^[\\+\\-\\d\\.,]+ [\\+\\-\\d\\.,]+$', 0.99), ('pattern', 0), 2.920278211242002, 0.023878188426099817, (8, 648, 297743, 0))
Embedding	"80 % column values have their Glove embedding distance to ""brown"" < 4.5"	"values whose Glove embedding distance to ""brown"" > 6.5"	0.9760517764499416	(('embed', 1, 'brown', 0.8, 4.5), ('embed', 6.5), 2.222542585365775, 0.023948223550058434, (3, 361, 259340, 38695))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""antarctica"" < 1.1"	"values whose Sentence-BERT embedding distance to ""antarctica"" > 1.35"	0.9759921006641432	(('sbert', 1, 'antarctica', 0.8, 1.1), ('sbert', 1.35), 1.787590088842093, 0.024007899335856776, (1, 231, 199951, 98216))
Embedding	"80 % column values have their Glove embedding distance to ""manchester"" < 5.5"	"values whose Glove embedding distance to ""manchester"" > 9.0"	0.9756486281045014	(('embed', 1, 'manchester', 0.8, 5.5), ('embed', 9.0), 1.5206311090003204, 0.02435137189549859, (5, 471, 171984, 125939))
Embedding	"80 % column values have their Glove embedding distance to ""mississippi"" < 5.5"	"values whose Glove embedding distance to ""mississippi"" > 8.5"	0.9754780216452122	(('embed', 1, 'mississippi', 0.8, 5.5), ('embed', 8.5), 1.488356395180896, 0.02452197835478779, (17, 1087, 173266, 124029))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""canada"" < 1.0"	"values whose Sentence-BERT embedding distance to ""canada"" > 1.2750000000000001"	0.9754570970175417	(('sbert', 1, 'canada', 0.8, 1.0), ('sbert', 1.2750000000000001), 2.6183961083980067, 0.024542902982458342, (2, 291, 288668, 9438))
Embedding	"80 % column values have their Glove embedding distance to ""hawaii"" < 5.5"	"values whose Glove embedding distance to ""hawaii"" > 10.0"	0.9753636498277387	(('embed', 1, 'hawaii', 0.8, 5.5), ('embed', 10.0), 1.485800719559926, 0.024636350172261304, (11, 783, 171180, 126425))
Embedding	"80 % column values have their Glove embedding distance to ""hawaii"" < 5.5"	"values whose Glove embedding distance to ""hawaii"" > 8.5"	0.9753636498277387	(('embed', 1, 'hawaii', 0.8, 5.5), ('embed', 8.5), 1.4957465302479085, 0.024636350172261304, (11, 783, 172642, 124963))
CTA	"80 % column values have their Doduo ""country""-classifier scores >= 4.5"	"values whose Doduo ""country""-classifier scores <= -1"""	0.97518367895108	(('doduo', 'country', 0.8, 4.5), ('doduo', -1), 1.9805519025184735, 0.024816321048919992, (9, 675, 237716, 59999))
Embedding	"80 % column values have their Glove embedding distance to ""washington"" < 5.0"	"values whose Glove embedding distance to ""washington"" > 7.5"	0.9748657998480601	(('embed', 1, 'washington', 0.8, 5.0), ('embed', 7.5), 2.0384475017345323, 0.025134200151939845, (6, 510, 243027, 54856))
Embedding	"80 % column values have their Glove embedding distance to ""black"" < 5.5"	"values whose Glove embedding distance to ""black"" > 8.5"	0.9746586203353308	(('embed', 1, 'black', 0.8, 5.5), ('embed', 8.5), 1.5064964576425448, 0.02534137966466922, (10, 711, 174282, 123396))
Embedding	"80 % column values have their Glove embedding distance to ""ii"" < 6.0"	"values whose Glove embedding distance to ""ii"" > 9.0"	0.9745685377502079	(('embed', 1, 'ii', 0.8, 6.0), ('embed', 9.0), 1.486728126413862, 0.025431462249792057, (11, 758, 171893, 125737))
Pattern	"98 % of values match pattern ""^[\+\-\d\.,]+_[\+\-\d\.,]+$"""	"values not matching pattern ""^[\+\-\d\.,]+_[\+\-\d\.,]+$"""	0.9745136797290207	(('pattern', 1, '2021-05-29_17.00.00', '^[\\+\\-\\d\\.,]+_[\\+\\-\\d\\.,]+$', 0.98), ('pattern', 0), 2.9729625409979206, 0.02548632027097928, (2, 280, 298117, 0))
Embedding	"80 % column values have their Glove embedding distance to ""west"" < 5.5"	"values whose Glove embedding distance to ""west"" > 11.0"	0.9742685706115671	(('embed', 1, 'west', 0.8, 5.5), ('embed', 11.0), 1.4635535852025898, 0.025731429388432873, (20, 1174, 171152, 126053))
Embedding	"80 % column values have their Glove embedding distance to ""west"" < 5.5"	"values whose Glove embedding distance to ""west"" > 9.5"	0.9742685706115671	(('embed', 1, 'west', 0.8, 5.5), ('embed', 9.5), 1.4664885856104823, 0.025731429388432873, (20, 1174, 171583, 125622))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""minnesota"" < 1.1"	"values whose Sentence-BERT embedding distance to ""minnesota"" > 1.35"	0.9738162730124797	(('sbert', 1, 'minnesota', 0.8, 1.1), ('sbert', 1.35), 1.6994622951196239, 0.02618372698752021, (9, 639, 202005, 95746))
Embedding	"80 % column values have their Glove embedding distance to ""brown"" < 5.0"	"values whose Glove embedding distance to ""brown"" > 12.0"	0.973203901770938	(('embed', 1, 'brown', 0.8, 5.0), ('embed', 12.0), 1.486122222264427, 0.026796098229062044, (8, 576, 171152, 126663))
Embedding	"80 % column values have their Glove embedding distance to ""brown"" < 5.0"	"values whose Glove embedding distance to ""brown"" > 11.0"	0.973203901770938	(('embed', 1, 'brown', 0.8, 5.0), ('embed', 11.0), 1.4861969323548951, 0.026796098229062044, (8, 576, 171163, 126652))
Embedding	"80 % column values have their Glove embedding distance to ""europe"" < 4.5"	"values whose Glove embedding distance to ""europe"" > 7.5"	0.9729162671599869	(('embed', 1, 'europe', 0.8, 4.5), ('embed', 7.5), 2.2417681065627266, 0.027083732840013083, (0, 138, 241852, 56409))
Pattern	"99 % of values match pattern ""^[\+\-\d\.,]+/[\+\-\d\.,]+/[\+\-\d\.,]+$"""	"values not matching pattern ""^[\+\-\d\.,]+/[\+\-\d\.,]+/[\+\-\d\.,]+$"""	0.9728042692594453	(('pattern', 1, '99/08/27', '^[\\+\\-\\d\\.,]+/[\\+\\-\\d\\.,]+/[\\+\\-\\d\\.,]+$', 0.99), ('pattern', 0), 2.855851783532978, 0.027195730740554657, (43, 2078, 296278, 0))
Embedding	"80 % column values have their Glove embedding distance to ""egypt"" < 5.5"	"values whose Glove embedding distance to ""egypt"" > 10.5"	0.9724378707693317	(('embed', 1, 'egypt', 0.8, 5.5), ('embed', 10.5), 1.5017683498840755, 0.02756212923066825, (5, 415, 171199, 126780))
CTA	"80 % column values have their Sherlock ""team""-classifier scores >= 0.15000000000000002"	"values whose Sherlock ""team""-classifier scores <= 0"	0.9720739993924166	(('cta', 'team', 0.8, 0.15000000000000002), ('cta', 0), 2.195955835503607, 0.027926000607583393, (2, 255, 256197, 41945))
Embedding	"80 % column values have their Glove embedding distance to ""shirt"" < 5.5"	"values whose Glove embedding distance to ""shirt"" > 9.5"	0.9717200032979588	(('embed', 1, 'shirt', 0.8, 5.5), ('embed', 9.5), 1.7225548023862816, 0.028279996702041194, (0, 132, 171679, 126588))
CTA	"80 % column values have their Doduo ""country""-classifier scores >= 4"	"values whose Doduo ""country""-classifier scores <= -1"""	0.9714222509119419	(('doduo', 'country', 0.8, 4), ('doduo', -1), 1.946692155349842, 0.028577749088058074, (15, 845, 237710, 59829))
CTA	"80 % column values have their Sherlock ""day""-classifier scores >= 0.45000000000000007"	"values whose Sherlock ""day""-classifier scores <= 0"	0.9712974142568529	(('cta', 'day', 0.8, 0.45000000000000007), ('cta', 0), 2.371546913399031, 0.02870258574314712, (0, 130, 256195, 42074))
Embedding	"80 % column values have their Glove embedding distance to ""maryland"" < 5.0"	"values whose Glove embedding distance to ""maryland"" > 8.0"	0.9712822056701736	(('embed', 1, 'maryland', 0.8, 5.0), ('embed', 8.0), 1.5224385336196666, 0.028717794329826376, (6, 445, 176061, 121887))
Embedding	"80 % column values have their Glove embedding distance to ""se"" < 6.5"	"values whose Glove embedding distance to ""se"" > 11.0"	0.9712255728504992	(('embed', 1, 'se', 0.8, 6.5), ('embed', 11.0), 1.4400366699878684, 0.028774427149500823, (28, 1371, 171152, 125848))
Pattern	"97 % of values match pattern ""^[\+\-\d\.,]+[a-zA-Z]+[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+$"""	"values not matching pattern ""^[\+\-\d\.,]+[a-zA-Z]+[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+$"""	0.9709881361318405	(('pattern', 1, '2014-11-06t10:27:16.253049', '^[\\+\\-\\d\\.,]+[a-zA-Z]+[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+$', 0.97), ('pattern', 0), 2.8973278896012076, 0.0290118638681595, (8, 531, 297860, 0))
Embedding	"80 % column values have their Glove embedding distance to ""ne"" < 5.5"	"values whose Glove embedding distance to ""ne"" > 10.5"	0.9708620041018919	(('embed', 1, 'ne', 0.8, 5.5), ('embed', 10.5), 1.7191145300857247, 0.02913799589810803, (0, 128, 171174, 127097))
Embedding	"80 % column values have their Glove embedding distance to ""ne"" < 5.5"	"values whose Glove embedding distance to ""ne"" > 12.0"	0.9708620041018919	(('embed', 1, 'ne', 0.8, 5.5), ('embed', 12.0), 1.7190196143087282, 0.02913799589810803, (0, 128, 171160, 127111))
Embedding	"80 % column values have their Glove embedding distance to ""ne"" < 5.5"	"values whose Glove embedding distance to ""ne"" > 8.0"	0.9708620041018919	(('embed', 1, 'ne', 0.8, 5.5), ('embed', 8.0), 1.729937187325589, 0.02913799589810803, (0, 128, 172769, 125502))
CTA	"80 % column values have their Doduo ""state""-classifier scores >= 4"	"values whose Doduo ""state""-classifier scores <= -2"""	0.9706774416266244	(('doduo', 'state', 0.8, 4), ('doduo', -2), 0.9811004328513445, 0.029322558373375662, (15, 823, 101794, 195767))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""france"" < 1.1"	"values whose Sentence-BERT embedding distance to ""france"" > 1.3250000000000002"	0.9704025210765916	(('sbert', 1, 'france', 0.8, 1.1), ('sbert', 1.3250000000000002), 1.6230207631849127, 0.029597478923408346, (21, 1057, 197154, 100167))
CTA	"80 % column values have their Doduo ""state""-classifier scores >= 4.5"	"values whose Doduo ""state""-classifier scores <= -1.5"""	0.9703626430426113	(('doduo', 'state', 0.8, 4.5), ('doduo', -1.5), 1.3728777472270868, 0.029637356957388623, (14, 773, 159159, 138453))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""british columbia"" < 1.1"	"values whose Sentence-BERT embedding distance to ""british columbia"" > 1.2750000000000001"	0.9703430785659565	(('sbert', 1, 'british columbia', 0.8, 1.1), ('sbert', 1.2750000000000001), 2.7292341979020303, 0.02965692143404349, (5, 385, 295455, 2554))
Embedding	"80 % column values have their Glove embedding distance to ""indiana"" < 4.5"	"values whose Glove embedding distance to ""indiana"" > 10.5"	0.9700582252800168	(('embed', 1, 'indiana', 0.8, 4.5), ('embed', 10.5), 1.5021817837427167, 0.029941774719983147, (4, 335, 171163, 126897))
